,ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,Tipo
293,2018-0019,1,2018-02-17,1900-01-01 12:30:00,AVENIDA,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,PEATON,PASAJEROS,Cruce
294,2018-0020,1,2018-02-19,1900-01-01 22:00:00,AUTOPISTA,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,MOTO,CARGAS,Cruce
295,2018-0021,1,2018-02-22,1900-01-01 10:45:00,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PEATON,PASAJEROS,Cruce
296,2018-0022,1,2018-02-24,1900-01-01 00:00:00,AVENIDA,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,MOTO,CARGAS,Cruce
297,2018-0023,1,2018-02-24,1900-01-01 06:00:00,CALLE,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,MOTO,AUTO,Cruce
298,2018-0024,1,2018-02-28,1900-01-01 23:00:00,AVENIDA,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,PEATON,CARGAS,Cruce
299,2018-0025,1,2018-03-04,1900-01-01 22:30:00,AVENIDA,AVELLANEDA AV. y BOYACA AV.,7,-58.4596221,-34.6224514,PEATON,AUTO,Cruce
300,2018-0026,2,2018-03-09,1900-01-01 04:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL,CARGAS,Cruce
301,2018-0027,1,2018-03-11,1900-01-01 23:00:00,CALLE,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,PEATON,MOTO,Cruce
302,2018-0028,1,2018-03-13,1900-01-01 15:45:00,AVENIDA,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,PEATON,CARGAS,Cruce
303,2018-0029,1,2018-03-15,1900-01-01 18:00:00,AVENIDA,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,MOTO,AUTO,Cruce
304,2018-0030,1,2018-03-20,1900-01-01 01:30:00,AVENIDA,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,MOTO,MOTO,Cruce
305,2018-0031,1,2018-03-28,1900-01-01 10:15:00,AVENIDA,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.6177971,MOTO,CARGAS,Cruce
306,2018-0032,1,2018-04-02,1900-01-01 13:00:00,AVENIDA,CABILDO AV. y AGUILAR,13,-58.44704343,-34.5688864,PEATON,PASAJEROS,Cruce
307,2018-0033,1,2018-04-07,1900-01-01 07:30:00,AVENIDA,CAMARONES y LOPE DE VEGA AV.,10,-58.50535541,-34.62902048,MOTO,CARGAS,Cruce
308,2018-0034,1,2018-04-11,1900-01-01 18:15:00,AVENIDA,SANTA FE AV. 2320,2,-58.40021675,-34.59522198,PEATON,PASAJEROS,Altura
309,2018-0035,1,2018-04-12,1900-01-01 16:45:00,AVENIDA,RIVADAVIA AV. 6950,7,-58.46325991,-34.62919627,PEATON,PASAJEROS,Altura
310,2018-0036,1,2018-04-13,1900-01-01 23:15:00,AVENIDA,SAN MARTIN AV. y ARGERICH,15,-58.49471482,-34.59694755,MOTO,AUTO,Cruce
311,2018-0037,1,2018-04-18,1900-01-01 18:45:00,AVENIDA,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.3987261,-34.59975962,PEATON,CARGAS,Cruce
312,2018-0038,2,2018-04-20,1900-01-01 17:10:00,AVENIDA,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON,AUTO,Altura
313,2018-0039,1,2018-04-21,1900-01-01 22:15:00,AUTOPISTA,nan,14,,,PEATON,AUTO,Altura
314,2018-0040,1,2018-04-27,1900-01-01 11:00:00,CALLE,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-58.45686132,-34.57305993,PEATON,CARGAS,Cruce
315,2018-0041,1,2018-04-27,1900-01-01 13:30:00,AVENIDA,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,PEATON,PASAJEROS,Cruce
316,2018-0042,1,2018-04-27,1900-01-01 18:43:00,CALLE,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,MOTO,CARGAS,Cruce
317,2018-0043,1,2018-04-28,1900-01-01 06:30:00,AVENIDA,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.49122843,-34.61207587,MOTO,AUTO,Cruce
318,2018-0044,1,2018-04-28,1900-01-01 09:00:00,AVENIDA,ALBERTI e INDEPENDENCIA AV.,3,-58.40098306,-34.61866627,PEATON,AUTO,Altura
319,2018-0045,1,2018-04-30,1900-01-01 07:00:00,AVENIDA,ALVAREZ THOMAS AV. 879,13,-58.45448963,-34.5791692,AUTO,CARGAS,Altura
320,2018-0046,1,2018-05-02,1900-01-01 03:15:00,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,PEATON,AUTO,Cruce
321,2018-0047,1,2018-05-08,1900-01-01 19:00:00,AVENIDA,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.5917024,PEATON,PASAJEROS,Cruce
322,2018-0048,1,2018-05-09,1900-01-01 10:30:00,AVENIDA,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON,PASAJEROS,Cruce
323,2018-0049,1,2018-05-11,1900-01-01 19:15:00,CALLE,QUESADA 2300,13,-58.4621322,-34.55395823,PEATON,AUTO,Altura
324,2018-0050,1,2018-05-14,1900-01-01 18:45:00,AVENIDA,CABILDO AV. y JURAMENTO AV.,13,-58.45669422,-34.5620361,PEATON,PASAJEROS,Cruce
325,2018-0051,1,2018-05-15,1900-01-01 21:15:00,CALLE,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.3597716,-34.64341878,PEATON,AUTO,Cruce
326,2018-0052,1,2018-05-18,1900-01-01 20:30:00,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.49820145,-34.59070093,PEATON,PASAJEROS,Cruce
327,2018-0053,1,2018-05-20,1900-01-01 02:30:00,CALLE,SAN LUIS y AGUERO,3,-58.4105928,-34.5993918,MOTO,AUTO,Cruce
328,2018-0054,1,2018-05-22,1900-01-01 11:15:00,CALLE,LUGONES 2430,12,-58.47969138,-34.57121563,PEATON,BICICLETA,Altura
329,2018-0055,1,2018-05-29,1900-01-01 07:30:00,AVENIDA,INDEPENDENCIA AV. y JUJUY AV.,3,-58.40351561,-34.61883916,MOTO,AUTO,Cruce
330,2018-0056,1,2018-06-02,1900-01-01 13:00:00,AVENIDA,RIVADAVIA AV. 11050,9,-58.51973844,-34.63918987,PEATON,PASAJEROS,Altura
331,2018-0057,1,2018-06-03,1900-01-01 03:30:00,CALLE,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.39311376,-34.62163006,MOTO,PASAJEROS,Cruce
332,2018-0058,1,2018-06-03,1900-01-01 06:30:00,AVENIDA,CORDOBA AV. y THAMES,15,-58.43531242,-34.59082159,MOTO,AUTO,Cruce
333,2018-0059,1,2018-06-08,1900-01-01 06:20:00,AVENIDA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.41178165,-34.63035454,MOTO,OTRO,Cruce
334,2018-0060,1,2018-06-08,1900-01-01 12:50:00,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.370488,-34.60189492,PEATON,PASAJEROS,Cruce
335,2018-0061,1,2018-06-10,1900-01-01 11:15:00,CALLE,ESTADOS UNIDOS y PICHINCHA,3,-58.39883882,-34.61964833,MOTO,MOTO,Cruce
336,2018-0062,1,2018-06-14,1900-01-01 01:00:00,CALLE,ROSARIO y BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,PEATON,CARGAS,Cruce
337,2018-0063,1,2018-06-16,1900-01-01 21:15:00,AVENIDA,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.37093138,-34.59952725,PEATON,PASAJEROS,Cruce
338,2018-0064,1,2018-06-25,1900-01-01 01:15:00,AVENIDA,VARELA AV. y PRIMERA JUNTA,7,-58.45855262,-34.63953253,AUTO,CARGAS,Cruce
339,2018-0065,1,2018-06-26,1900-01-01 17:30:00,CALLE,"PELLEGRINI, CARLOS y JUNCAL",1,-58.38161909,-34.59283447,MOTO,CARGAS,Cruce
340,2018-0066,1,2018-06-28,1900-01-01 11:00:00,AVENIDA,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.45511899,-34.58698157,PEATON,PASAJEROS,Cruce
341,2018-0067,1,2018-06-29,1900-01-01 16:15:00,AVENIDA,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.37724226,-34.62973033,PASAJEROS,AUTO,Cruce
342,2018-0068,1,2018-07-01,1900-01-01 09:00:00,AVENIDA,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.45546217,-34.62930339,MOTO,AUTO,Cruce
343,2018-0069,1,2018-07-04,1900-01-01 21:45:00,AVENIDA,CORDOBA AV. 2215,2,-58.39897064,-34.59954925,BICICLETA,PASAJEROS,Altura
344,2018-0070,1,2018-07-07,1900-01-01 15:45:00,CALLE,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.40917826,-34.62126274,MOTO,PASAJEROS,Cruce
345,2018-0071,1,2018-07-10,1900-01-01 17:50:00,AVENIDA,"MORENO y HUERGO, ING. AV.",1,-58.36726348,-34.61099738,MOTO,CARGAS,Cruce
346,2018-0072,1,2018-07-11,1900-01-01 13:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,MOTO,CARGAS,Cruce
347,2018-0073,1,2018-07-11,1900-01-01 15:45:00,AVENIDA,"IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,PEATON,CARGAS,Altura
348,2018-0074,1,2018-07-14,1900-01-01 06:04:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,AUTO,CARGAS,Altura
349,2018-0075,1,2018-07-15,1900-01-01 07:30:00,AVENIDA,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,PEATON,AUTO,Cruce
350,2018-0076,1,2018-07-16,1900-01-01 09:30:00,CALLE,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,AUTO,CARGAS,Cruce
351,2018-0077,1,2018-07-16,1900-01-01 23:15:00,CALLE,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,AUTO,CARGAS,Cruce
352,2018-0078,1,2018-07-21,1900-01-01 06:15:00,CALLE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,PEATON,AUTO,Cruce
353,2018-0079,1,2018-07-23,1900-01-01 07:15:00,GRAL PAZ,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,PEATON,CARGAS,Cruce
354,2018-0080,1,2018-07-25,1900-01-01 22:22:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.6590353,PEATON,AUTO,Cruce
355,2018-0081,1,2018-07-29,1900-01-01 06:30:00,AVENIDA,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,PEATON,MULTIPLE,Cruce
356,2018-0082,1,2018-08-01,1900-01-01 15:53:00,AVENIDA,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,MOTO,CARGAS,Cruce
357,2018-0083,1,2018-08-02,1900-01-01 05:20:00,GRAL PAZ,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,CARGAS,Cruce
358,2018-0084,1,2018-08-03,1900-01-01 07:25:00,AVENIDA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,PEATON,CARGAS,Cruce
359,2018-0085,2,2018-08-03,1900-01-01 18:16:00,AVENIDA,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO,PASAJEROS,Cruce
360,2018-0086,1,2018-08-10,1900-01-01 21:44:00,AVENIDA,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PEATON,PASAJEROS,Cruce
361,2018-0087,1,2018-08-15,1900-01-01 19:20:00,AVENIDA,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PEATON,PASAJEROS,Cruce
362,2018-0088,1,2018-08-17,1900-01-01 16:36:00,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,CARGAS,Cruce
363,2018-0089,1,2018-08-17,1900-01-01 17:56:00,AVENIDA,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON,PASAJEROS,Cruce
364,2018-0090,1,2018-08-18,1900-01-01 10:34:00,AVENIDA,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,MOTO,AUTO,Cruce
365,2018-0091,1,2018-08-19,1900-01-01 18:47:00,AUTOPISTA,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO,AUTO,Cruce
366,2018-0092,1,2018-08-20,1900-01-01 08:20:00,AVENIDA,CORDOBA AV. y GASCON,14,-58.4233693,-34.59774487,MOTO,AUTO,Cruce
367,2018-0093,1,2018-08-20,1900-01-01 08:41:00,CALLE,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PEATON,PASAJEROS,Altura
368,2018-0094,1,2018-08-23,1900-01-01 05:35:00,CALLE,"SALGUERO, JERONIMO y BERUTI",14,-58.4116902,-34.5857988,MOTO,PASAJEROS,Cruce
369,2018-0095,1,2018-08-26,1900-01-01 00:59:00,AVENIDA,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO,AUTO,Cruce
370,2018-0096,1,2018-08-31,1900-01-01 22:20:00,AUTOPISTA,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,PEATON,AUTO,Cruce
371,2018-0097,1,2018-09-02,1900-01-01 10:50:00,AVENIDA,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,AUTO,OTRO,Cruce
372,2018-0098,2,2018-09-09,1900-01-01 05:00:00,GRAL PAZ,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO,AUTO,Cruce
373,2018-0099,1,2018-09-12,1900-01-01 14:25:00,AVENIDA,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON,PASAJEROS,Cruce
374,2018-0100,1,2018-09-20,1900-01-01 10:30:00,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,MOTO,AUTO,Altura
375,2018-0101,1,2018-09-21,1900-01-01 00:15:00,GRAL PAZ,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.5407313,AUTO,MULTIPLE,Cruce
376,2018-0102,1,2018-09-21,1900-01-01 00:30:00,CALLE,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO,AUTO,Cruce
377,2018-0103,1,2018-09-27,1900-01-01 17:51:00,AVENIDA,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,PEATON,MOTO,Cruce
378,2018-0104,1,2018-10-01,1900-01-01 08:58:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MOTO,Cruce
379,2018-0105,1,2018-10-03,1900-01-01 18:12:00,AVENIDA,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON,PASAJEROS,Cruce
380,2018-0106,1,2018-10-04,1900-01-01 22:02:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO,MOTO,Cruce
381,2018-0107,1,2018-10-06,1900-01-01 14:20:00,AVENIDA,RIVADAVIA AV. y JUJUY AV.,3,-58.4059686,-34.61011987,PEATON,PASAJEROS,Cruce
382,2018-0108,1,2018-10-09,1900-01-01 14:00:00,AVENIDA,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,MOTO,AUTO,Cruce
383,2018-0109,1,2018-10-10,1900-01-01 22:12:00,AVENIDA,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PEATON,PASAJEROS,Cruce
384,2018-0110,1,2018-10-13,1900-01-01 03:05:00,AVENIDA,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,PEATON,MOTO,Cruce
385,2018-0111,1,2018-10-19,1900-01-01 12:13:00,AUTOPISTA,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,MOTO,CARGAS,Altura
386,2018-0112,1,2018-10-24,1900-01-01 09:18:00,CALLE,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,MOTO,CARGAS,Cruce
387,2018-0113,1,2018-10-25,1900-01-01 11:00:00,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,MOTO,CARGAS,Cruce
388,2018-0114,1,2018-10-30,1900-01-01 02:15:00,AVENIDA,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,MOTO,AUTO,Altura
389,2018-0115,1,2018-10-31,1900-01-01 12:30:00,CALLE,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PEATON,PASAJEROS,Cruce
390,2018-0116,1,2018-11-01,1900-01-01 10:50:00,GRAL PAZ,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,PEATON,CARGAS,Altura
391,2018-0117,1,2018-11-04,1900-01-01 08:15:00,AVENIDA,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO,MOTO,Altura
392,2018-0118,1,2018-11-05,1900-01-01 14:49:00,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,PEATON,MOTO,Cruce
393,2018-0119,1,2018-11-05,1900-01-01 22:35:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,PEATON,SD,Cruce
394,2018-0120,1,2018-11-09,1900-01-01 13:34:00,AVENIDA,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,PEATON,AUTO,Cruce
395,2018-0121,1,2018-11-09,1900-01-01 16:32:00,AVENIDA,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.6374328,PEATON,PASAJEROS,Cruce
396,2018-0122,1,2018-11-12,1900-01-01 01:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO,AUTO,Cruce
397,2018-0123,1,2018-11-12,1900-01-01 03:32:00,GRAL PAZ,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025179,-34.67450313,AUTO,SD,Cruce
398,2018-0124,1,2018-11-15,1900-01-01 19:40:00,AUTOPISTA,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS,CARGAS,Cruce
399,2018-0125,1,2018-11-16,1900-01-01 21:12:00,AVENIDA,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PEATON,PASAJEROS,Cruce
400,2018-0126,1,2018-11-18,1900-01-01 12:11:00,GRAL PAZ,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,MOTO,AUTO,Cruce
401,2018-0127,1,2018-11-19,1900-01-01 09:14:00,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO,MOTO,Cruce
402,2018-0128,2,2018-11-25,1900-01-01 04:30:00,GRAL PAZ,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO,PASAJEROS,Altura
403,2018-0129,1,2018-11-28,1900-01-01 04:01:00,AVENIDA,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,MOTO,PASAJEROS,Cruce
404,2018-0130,1,2018-12-03,1900-01-01 03:00:00,AVENIDA,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,MOTO,PASAJEROS,Cruce
405,2018-0131,1,2018-12-07,1900-01-01 19:10:00,AVENIDA,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,MOTO,CARGAS,Altura
406,2018-0132,1,2018-12-12,1900-01-01 08:26:00,AUTOPISTA,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,PEATON,CARGAS,Cruce
407,2018-0133,1,2018-12-12,1900-01-01 14:07:00,AVENIDA,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON,CARGAS,Cruce
408,2018-0134,1,2018-12-12,1900-01-01 21:00:00,AVENIDA,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,PEATON,MOTO,Cruce
409,2018-0135,1,2018-12-18,1900-01-01 14:40:00,AVENIDA,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PEATON,PASAJEROS,Cruce
410,2018-0136,1,2018-12-18,1900-01-01 15:42:00,AVENIDA,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PEATON,PASAJEROS,Altura
411,2018-0137,1,2018-12-18,1900-01-01 20:15:00,CALLE,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,MOTO,PASAJEROS,Cruce
412,2018-0138,1,2018-12-21,1900-01-01 09:30:00,CALLE,BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS,Altura
413,2018-0139,1,2018-12-22,1900-01-01 06:30:00,CALLE,SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO,MOTO,Altura
414,2018-0140,1,2018-12-22,1900-01-01 08:05:00,CALLE,LANTERI JULIETA 1400,1,-58.3600465,-34.61381341,AUTO,AUTO,Altura
415,2018-0141,1,2018-12-22,1900-01-01 17:40:00,AVENIDA,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON,MOTO,Altura
416,2018-0142,1,2018-12-25,1900-01-01 13:30:00,GRAL PAZ,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS,PASAJEROS,Altura
417,2018-0143,1,2018-12-29,1900-01-01 05:25:00,AVENIDA,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO,AUTO,Cruce
418,2019-0001,1,2019-01-08,1900-01-01 08:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,MOTO,CARGAS,Cruce
419,2019-0002,1,2019-01-09,1900-01-01 04:00:00,AVENIDA,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO,CARGAS,Cruce
420,2019-0003,1,2019-01-12,1900-01-01 08:00:00,AVENIDA,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO,AUTO,Cruce
421,2019-0004,1,2019-01-14,1900-01-01 19:58:00,AVENIDA,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO,PASAJEROS,Cruce
422,2019-0005,1,2019-01-19,1900-01-01 12:00:00,AVENIDA,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO,CARGAS,Cruce
423,2019-0006,1,2019-01-23,1900-01-01 05:45:00,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON,AUTO,Altura
424,2019-0007,1,2019-01-26,1900-01-01 19:34:00,CALLE,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.6107166,MOTO,AUTO,Cruce
425,2019-0008,1,2019-01-30,1900-01-01 22:45:00,GRAL PAZ,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MOTO,MULTIPLE,Altura
426,2019-0009,1,2019-01-31,1900-01-01 14:55:00,AVENIDA,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO,AUTO,Cruce
427,2019-0010,2,2019-02-02,1900-01-01 07:50:00,AVENIDA,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,AUTO,Altura
428,2019-0011,1,2019-02-10,1900-01-01 01:00:00,GRAL PAZ,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.5183993,-34.66252488,PEATON,AUTO,Cruce
429,2019-0012,1,2019-02-17,1900-01-01 03:16:00,AVENIDA,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO,AUTO,Cruce
430,2019-0013,1,2019-02-20,1900-01-01 07:30:00,CALLE,SALVIGNY y MOM,7,-58.4338383,-34.64457699,PEATON,AUTO,Cruce
431,2019-0014,1,2019-02-20,1900-01-01 17:30:00,CALLE,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,Altura
432,2019-0015,1,2019-02-23,1900-01-01 06:57:00,AVENIDA,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,Altura
433,2019-0016,1,2019-02-24,1900-01-01 02:00:00,CALLE,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO,PASAJEROS,Cruce
434,2019-0017,1,2019-03-03,1900-01-01 07:00:00,CALLE,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO,PASAJEROS,Cruce
435,2019-0018,1,2019-03-03,1900-01-01 23:30:00,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON,AUTO,Cruce
436,2019-0019,1,2019-03-06,1900-01-01 12:00:00,AVENIDA,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO,AUTO,Altura
437,2019-0020,1,2019-03-07,1900-01-01 21:01:00,AVENIDA,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO,AUTO,Altura
438,2019-0021,1,2019-03-15,1900-01-01 22:50:00,AVENIDA,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO,AUTO,Cruce
439,2019-0022,1,2019-03-15,1900-01-02 00:00:00,AVENIDA,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO,SD,Altura
440,2019-0023,1,2019-03-16,1900-01-01 08:28:00,GRAL PAZ,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,Cruce
441,2019-0024,1,2019-03-19,1900-01-14 07:12:00,AVENIDA,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO,CARGAS,Altura
